IMO number,MMSI,Name of the ship,Former names,Vessel type,Operating status,Flag,Gross tonnage,Deadweight,Length,Breadth,Engine type,Year of build,Builder,Classification society,Home port,Owner,Manager,Description,Engine model,Engine power
9704984,255806500,MSC NAOMI,MSC NAOMI                                                                               (2021),Container ship,Active,Portugal,96333 tons,109510 tons,299 m,48 m,,2015,"NEW TIMES SHIPBUILDING - JINGJIANG, CHINA",GERMANISCHER LLOYD,Panama,"CHINA INTERNATIONAL MARINE CONTAINERS GROUP - SHENZHEN, CHINA","CHINA INTERNATIONAL MARINE CONTAINERS GROUP - SHENZHEN, CHINA","MSC NAOMI is a Container ship built in 2015 by NEW TIMES SHIPBUILDING - JINGJIANG, CHINA. Currently sailing under the flag of Portugal. Formerly also known as MSC NAOMI. It's gross tonnage is 96333 tons.",,
9292175,353111000,SINO BRIDGE,"SIL BRI                                                                               (2019, Panama)                          S NO                                                                               (2018, Panama)                          SINO                                                                               (2018, Panama)                          VERRAZANO BRIDGE                                                                               (2015, Panama)",Container ship,Active,Panama,54519 tons,65038 tons,294 m,32 m,B&W,2004,"HYUNDAI HEAVY INDUSTRIES CO. LTD. - ULSAN, SOUTH KOREA",NIPPON KAIJI KYOKAI (NKK),,"K LINE - TOKYO, JAPAN","K LINE - TOKYO, JAPAN","SINO BRIDGE is a Container ship built in 2004 by HYUNDAI HEAVY INDUSTRIES CO. LTD. - ULSAN, SOUTH KOREA. Currently sailing under the flag of Panama. Formerly also known as SIL BRI, S NO, SINO, VERRAZANO BRIDGE. It's gross tonnage is 54519 tons.",8k98mc,54519 KW
9278155,352948000,MSC NERISSA,,Container ship,Active,Panama,54881 tons,68178 tons,294 m,32 m,MAN-B&W,2004,"HANJIN HEAVY INDUSTRIES CO. LTD. - BUSAN, SOUTH KOREA",GERMANISCHER LLOYD,Panama,,,"MSC NERISSA is a Container ship built in 2004 by HANJIN HEAVY INDUSTRIES CO. LTD. - BUSAN, SOUTH KOREA. Currently sailing under the flag of Panama. It's gross tonnage is 54881 tons.",9K90MC-C,41130 KW
9738246,636017141,NOVA SCOTIA,,LPG carrier,Active,Liberia,25098 tons,28543 tons,180 m,28 m,MAN-B&W,2016,,,,EASTERN PACIFIC SHIPPING - SINGAPORE,EASTERN PACIFIC SHIPPING - SINGAPORE,NOVA SCOTIA is a LPG carrier built in 2016. Currently sailing under the flag of Liberia. It's gross tonnage is 25098 tons.,6S50ME-B9,8360 KW
9619440,636015666,MSC ANCHORAGE,MSC ANCHORAGE                                                                               (2019)                          MOL ANCHORAGE                                                                               (2018),Container ship,Active,Liberia,94017 tons,112516 tons,299 m,48 m,MAN-B&W,2013,"HYUNDAI SAMHO HEAVY INDUSTRIES CO. LTD. - SAMHO, SOUTH KOREA",KOREAN SHIPPING REGISTER,MONROVIA,"XT MANAGEMENT - HAIFA, ISRAEL","XT MANAGEMENT - HAIFA, ISRAEL","MSC ANCHORAGE is a Container ship built in 2013 by HYUNDAI SAMHO HEAVY INDUSTRIES CO. LTD. - SAMHO, SOUTH KOREA. Currently sailing under the flag of Liberia. Formerly also known as MSC ANCHORAGE, MOL ANCHORAGE. It's gross tonnage is 94017 tons.",9S90ME,47430 KW
9619426,636015664,MSC ALTAMIRA,,Container ship,Active,Liberia,94017 tons,112516 tons,299 m,48 m,MAN-B&W,2012,"HYUNDAI SAMHO HEAVY INDUSTRIES CO. LTD. - SAMHO, SOUTH KOREA",KOREAN SHIPPING REGISTER,MONROVIA,"ACE SHIPS MANAGEMENT - AMSTERDAM, NETHERLANDS","ACE SHIPS MANAGEMENT - AMSTERDAM, NETHERLANDS","MSC ALTAMIRA is a Container ship built in 2012 by HYUNDAI SAMHO HEAVY INDUSTRIES CO. LTD. - SAMHO, SOUTH KOREA. Currently sailing under the flag of Liberia. It's gross tonnage is 94017 tons.",9S90ME-C8,47430 KW
9181675,636018320,MSC SARAH,MSC SARAH                                                                               (2017)                          MSC SARAH                                                                               (2013)                          SAUDI YANBU                                                                               (2002),Container ship,Active,Liberia,53208 tons,67795 tons,294 m,32 m,B&W,2000,"SAMSUNG SHIPBUILDING & HEAVY INDUSTRIES CO. LTD. - GEOJE, SOUTH KOREA",GERMANISCHER LLOYD,MONROVIA,,,"MSC SARAH is a Container ship built in 2000 by SAMSUNG SHIPBUILDING & HEAVY INDUSTRIES CO. LTD. - GEOJE, SOUTH KOREA. Currently sailing under the flag of Liberia. Formerly also known as MSC SARAH, MSC SARAH, SAUDI YANBU. It's gross tonnage is 53208 tons.",9k90mc,41173 KW
9710426,374617000,MSC ANZU,"MSC ANZU                                                                               (2018, Panama)                          MSC MNZU                                                                               (2018, Panama)                          BC ANZU                                                                               (2017, Panama)",Container ship,Active,Panama,96333 tons,109619 tons,299 m,48 m,,2015,"NEW TIMES SHIPBUILDING - JINGJIANG, CHINA",GERMANISCHER LLOYD,,"CHINA INTERNATIONAL MARINE CONTAINERS GROUP - SHENZHEN, CHINA","CHINA INTERNATIONAL MARINE CONTAINERS GROUP - SHENZHEN, CHINA","MSC ANZU is a Container ship built in 2015 by NEW TIMES SHIPBUILDING - JINGJIANG, CHINA. Currently sailing under the flag of Panama. Formerly also known as MSC ANZU, MSC MNZU, BC ANZU. It's gross tonnage is 96333 tons.",,
9289104,371059000,MSC LUCY,,Container ship,Active,Panama,89954 tons,104954 tons,324 m,42 m,Sulzer,2005,"HANJIN HEAVY INDUSTRIES CO. LTD. - BUSAN, SOUTH KOREA",GERMANISCHER LLOYD,Panama,"MEDITERRANEAN SHIPPING - SORRENTO, ITALY","MEDITERRANEAN SHIPPING - SORRENTO, ITALY","MSC LUCY is a Container ship built in 2005 by HANJIN HEAVY INDUSTRIES CO. LTD. - BUSAN, SOUTH KOREA. Currently sailing under the flag of Panama. It's gross tonnage is 89954 tons.",,68666 KW
9357511,245184000,SAFFIER,"SAFFIER UJ                                                                               (2018, Netherlands)                          SAFFI                                                                               (2018, Netherlands)",General cargo vessel,Active,Netherlands,3970 tons,5850 tons,99 m,15 m,,2008,"BARKMEIJER STROOBOS - STROOBOS, NETHERLANDS",BUREAU VERITAS,ALKMAAR,DE BOCK MARITIEM ALKMAAR - NETHERLANDS,DE BOCK MARITIEM ALKMAAR - NETHERLANDS,"SAFFIER is a General cargo vessel built in 2008 by BARKMEIJER STROOBOS - STROOBOS, NETHERLANDS. Currently sailing under the flag of Netherlands. Formerly also known as SAFFIER UJ, SAFFI. It's gross tonnage is 3970 tons.",,
9465289,373031000,MSC CAPELLA,MSC CAP                                                                               (2012),Container ship,Active,Panama,141635 tons,141103 tons,366 m,48 m,,2012,HYUNDAI HEAVY INDUSTRIES CO. LTD. - ULSAN (KOR). YARD NO. 2164,GERMANISCHER LLOYD,,"MSC MEDITERRANEAN SHIPPING - GENEVA, SWITZERLAND","MSC MEDITERRANEAN SHIPPING - GENEVA, SWITZERLAND",MSC CAPELLA is a Container ship built in 2012 by HYUNDAI HEAVY INDUSTRIES CO. LTD. - ULSAN (KOR). YARD NO. 2164. Currently sailing under the flag of Panama. Formerly also known as MSC CAP. It's gross tonnage is 141635 tons.,,
9243394,538009216,SEAMAX DARIEN,SEAMAX DARIEN                                                                               (2021)                          SEAMAX DARIEN                                                                               (2020)                          OOCL SHENZHEN                                                                               (2017),Container ship,Active,Marshall Islands,89097 tons,105446 tons,322 m,42 m,,2003,"SAMSUNG SHIPBUILDING & HEAVY INDUSTRIES CO. LTD. - GEOJE, SOUTH KOREA",AMERICAN BUREAU OF SHIPPING,HONG KONG,"EN ROUTE - STAMFORD CT, United States (USA)","EN ROUTE - STAMFORD CT, United States (USA)","SEAMAX DARIEN is a Container ship built in 2003 by SAMSUNG SHIPBUILDING & HEAVY INDUSTRIES CO. LTD. - GEOJE, SOUTH KOREA. Currently sailing under the flag of Marshall Islands. Formerly also known as SEAMAX DARIEN, SEAMAX DARIEN, OOCL SHENZHEN. It's gross tonnage is 89097 tons.",,
9518165,351829000,KM FUKUYAMA,,Bulk carrier,Active,Panama,43013 tons,82224 tons,228 m,32 m,,2013,"TSUNEISHI SHIPBUILDING - FUKUYAMA, JAPAN",NIPPON KAIJI KYOKAI (NKK),Panama,"VENUS OCEAN NAVIGATION - TOKYO, JAPAN","DAIICHI CHUO MARINE - TOKYO, JAPAN","KM FUKUYAMA is a Bulk carrier built in 2013 by TSUNEISHI SHIPBUILDING - FUKUYAMA, JAPAN. Currently sailing under the flag of Panama. It's gross tonnage is 43013 tons.",,
9732931,563008400,MAERSK TRIESTE,"MAD2SK TRIESTE                                                                               (2019, Singapore)                          SUNGDONG 3100",Chemical/Oil tanker,Active,Singapore,29455 tons,49709 tons,183 m,32 m,,2017,"SUNGDONG SHIPBUILDING & MARINE ENGINEERING CO. LTD. - TONGYOUNG, SOUTH KOREA",,,MAERSK TANKERS SINGAPORE - SINGAPORE,MAERSK TANKERS SINGAPORE - SINGAPORE,"MAERSK TRIESTE is a Chemical/Oil tanker built in 2017 by SUNGDONG SHIPBUILDING & MARINE ENGINEERING CO. LTD. - TONGYOUNG, SOUTH KOREA. Currently sailing under the flag of Singapore. Formerly also known as MAD2SK TRIESTE, SUNGDONG 3100. It's gross tonnage is 29455 tons.",,
9513115,241162000,ARAGONA,"LAN GANG TUO 18                                                                               (2018, China)",Crude oil tanker,Active,Greece,158970 tons,319319 tons,333 m,60 m,B&W,2012,"DAEWOO SHIPBUILDING & MARINE ENGINEERING CO. LTD. - GEOJE, SOUTH KOREA",LLOYD'S SHIPPING REGISTER,PIRAEUS,"NEDA MARITIME - ATHENS, GREECE","NEDA MARITIME - ATHENS, GREECE","ARAGONA is a Crude oil tanker built in 2012 by DAEWOO SHIPBUILDING & MARINE ENGINEERING CO. LTD. - GEOJE, SOUTH KOREA. Currently sailing under the flag of Greece. Formerly also known as LAN GANG TUO 18. It's gross tonnage is 158970 tons.",,25614 KW
9706190,249202000,CAPE AKRITAS,HHIC PHIL 113,Container ship,Active,Malta,112836 tons,134869 tons,330 m,48 m,,2016,"HANJIN SUBIC SHIPYARD - OLONGAPO, PHILIPPINES",GERMANISCHER LLOYD,VALLETTA,"COSTAMARE SHIPPING - ATHENS, GREECE","COSTAMARE SHIPPING - ATHENS, GREECE","CAPE AKRITAS is a Container ship built in 2016 by HANJIN SUBIC SHIPYARD - OLONGAPO, PHILIPPINES. Currently sailing under the flag of Malta. Formerly also known as HHIC PHIL 113. It's gross tonnage is 112836 tons.",,
9446427,538004508,ALTAI,NEVERLAND STAR                                                                               (2011),Crude oil tanker,Active,Marshall Islands,61248 tons,115952 tons,248 m,43 m,MAN-B&W,2011,"SAMSUNG SHIPBUILDING & HEAVY INDUSTRIES CO. LTD. - GEOJE, SOUTH KOREA",AMERICAN BUREAU OF SHIPPING,,"COLUMBIA SHIPMANAGEMENT DEUTSCHLAND - HAMBURG, GERMANY","COLUMBIA SHIPMANAGEMENT DEUTSCHLAND - HAMBURG, GERMANY","ALTAI is a Crude oil tanker built in 2011 by SAMSUNG SHIPBUILDING & HEAVY INDUSTRIES CO. LTD. - GEOJE, SOUTH KOREA. Currently sailing under the flag of Marshall Islands. Formerly also known as NEVERLAND STAR. It's gross tonnage is 61248 tons.",6S60MC,13560 KW
9379337,247226900,ICE POINT,ICE POINT                                                                               (2021),Chemical/Oil tanker,Active,Italy,30119 tons,50922 tons,183 m,32 m,,2007,"STX SHIPBUILDING CO. LTD. - SEOUL, SOUTH KOREA",REGISTRO ITALIANO NAVALE,PALERMO,"PB TANKERS - PALERMO, ITALY","PB TANKERS - PALERMO, ITALY","ICE POINT is a Chemical/Oil tanker built in 2007 by STX SHIPBUILDING CO. LTD. - SEOUL, SOUTH KOREA. Currently sailing under the flag of Italy. Formerly also known as ICE POINT. It's gross tonnage is 30119 tons.",,
9301328,636020898,MSC DORINE,ZHONG GU HE BEI                                                                               (2021)                          ZHONG GU HE BEI                                                                               (2021)                          HUI HONG MING ZHU                                                                               (2020)                          MAERSK DERINCE                                                                               (2013)                          MAERSK DERINCE                                                                               (2012)                          WEHR SINGAPORE                                                                               (2006),Container ship,Active,Liberia,54193 tons,68483 tons,294 m,32 m,B&W,2006,"HANJIN HEAVY INDUSTRIES CO. LTD. - BUSAN, SOUTH KOREA",GERMANISCHER LLOYD,SHANGHAI,"WEHR REEDEREI - HAMBURG, GERMANY","WEHR REEDEREI - HAMBURG, GERMANY","MSC DORINE is a Container ship built in 2006 by HANJIN HEAVY INDUSTRIES CO. LTD. - BUSAN, SOUTH KOREA. Currently sailing under the flag of Liberia. Formerly also known as ZHONG GU HE BEI, ZHONG GU HE BEI, HUI HONG MING ZHU, MAERSK DERINCE, MAERSK DERINCE, WEHR SINGAPORE. It's gross tonnage is 54193 tons.",8K90MC,41130 KW
9697507,256925000,EPIC ST.CROIX,"EVIC8ST CRWI                                                                               (2018, Malta)",LPG carrier,Active,Malta,4292 tons,4996 tons,99 m,17 m,MAN-B&W,2014,"SASAKI SHIPBUILDING - OSAKIKAMIJIMA, JAPAN",BUREAU VERITAS,VALLETTA,EPIC SHIPPING GROUP - SINGAPORE,EPIC PANTHEON INTERNATIONAL GAS SHIPPING - SINGAPORE,"EPIC ST.CROIX is a LPG carrier built in 2014 by SASAKI SHIPBUILDING - OSAKIKAMIJIMA, JAPAN. Currently sailing under the flag of Malta. Formerly also known as EVIC8ST CRWI. It's gross tonnage is 4292 tons.",5L35MC,2760 KW
9141297,636016476,MSC ROCHELLE,MSC CURITIBA                                                                               (2013)                          MSC CURITIBA                                                                               (2013)                          PUGWASH                                                                               (2013)                          CSAVAPPENNINI                                                                               (2012)                          CSAV APPENNINI                                                                               (2012)                          PUGWASH SENATOR                                                                               (2007),Container ship,Active,Liberia,53324 tons,62200 tons,294 m,32 m,MAN-B&W,1997,"HYUNDAI HEAVY INDUSTRIES CO. LTD. - ULSAN, SOUTH KOREA",GERMANISCHER LLOYD,MONROVIA,"MSC MEDITERRANEAN SHIPPING - GENEVA, SWITZERLAND","MSC MEDITERRANEAN SHIPPING - GENEVA, SWITZERLAND","MSC ROCHELLE is a Container ship built in 1997 by HYUNDAI HEAVY INDUSTRIES CO. LTD. - ULSAN, SOUTH KOREA. Currently sailing under the flag of Liberia. Formerly also known as MSC CURITIBA, MSC CURITIBA, PUGWASH, CSAVAPPENNINI, CSAV APPENNINI, PUGWASH SENATOR. It's gross tonnage is 53324 tons.",,26676 KW
9448877,205771000,JOAN,JOAN                                                                               (2019),LPG carrier,Active,Belgium,3493 tons,4000 tons,97 m,16 m,Mitsubishi,2009,"YAMANISHI SHIPBUILDING & IRON WORKS - ISHINOMAKI, JAPAN",,ANTWERP,"EXMAR - ANTWERP, BELGIUM","EXMAR - ANTWERP, BELGIUM","JOAN is a LPG carrier built in 2009 by YAMANISHI SHIPBUILDING & IRON WORKS - ISHINOMAKI, JAPAN. Currently sailing under the flag of Belgium. Formerly also known as JOAN. It's gross tonnage is 3493 tons.",5UEC33LS,2684 KW
9213416,533730000,PUTERI INTAN SATU,,LNG carrier,Active,Malaysia,94430 tons,75849 tons,276 m,43 m,,2002,"MITSUBISHI HEAVY INDUSTRIES LTD - KOBE, JAPAN",LLOYD'S SHIPPING REGISTER,PORT KLANG,"MISC - KUALA LUMPUR, MALAYSIA","MISC - KUALA LUMPUR, MALAYSIA","PUTERI INTAN SATU is a LNG carrier built in 2002 by MITSUBISHI HEAVY INDUSTRIES LTD - KOBE, JAPAN. Currently sailing under the flag of Malaysia. It's gross tonnage is 94430 tons.",,
9618850,235094449,HAPPY PELICAN,,LPG carrier,Active,United Kingdom (UK),8009 tons,8610 tons,113 m,20 m,MAN-B&W,2012,"STX SHIPBUILDING CO. LTD. - BUSAN, SOUTH KOREA",DET NORSKE VERITAS,DOUGLAS (ISLE OF MAN),"UNIGAS INTERNATIONAL - ROTTERDAM, NETHERLANDS","BSM UK - NEWCASTLE UPON TYNE, United Kingdom (UK)","HAPPY PELICAN is a LPG carrier built in 2012 by STX SHIPBUILDING CO. LTD. - BUSAN, SOUTH KOREA. Currently sailing under the flag of United Kingdom (UK). It's gross tonnage is 8009 tons.",,5071 KW
